"Iteration","Thrust (row-1_turbine-1) Monitor: Thrust (row-1_turbine-1) Monitor (N)","Thrust (row-1_turbine-2) Monitor: Thrust (row-1_turbine-2) Monitor (N)","Thrust (row-1_turbine-3) Monitor: Thrust (row-1_turbine-3) Monitor (N)","Thrust (row-1_turbine-4) Monitor: Thrust (row-1_turbine-4) Monitor (N)","Thrust (row-1_turbine-5) Monitor: Thrust (row-1_turbine-5) Monitor (N)","Thrust (row-2_turbine-1) Monitor: Thrust (row-2_turbine-1) Monitor (N)","Thrust (row-2_turbine-2) Monitor: Thrust (row-2_turbine-2) Monitor (N)","Thrust (row-2_turbine-3) Monitor: Thrust (row-2_turbine-3) Monitor (N)","Thrust (row-2_turbine-4) Monitor: Thrust (row-2_turbine-4) Monitor (N)"
349.0,194228.1485137187,193692.14884001756,193765.0592386704,193722.754019265,194271.4518424387,208059.99217106844,208411.96104319044,208001.1449657874,208420.71360058367
350.0,194227.91026997953,193691.75227899945,193764.96393543127,193722.87532772863,194271.80253963594,208052.97192705222,208408.29856557216,208001.11086497534,208419.90586914698
351.0,194227.74309105732,193691.46509605885,193764.8397924218,193722.93145795728,194271.98716454135,208046.55627845926,208404.60051718316,208001.4116712582,208418.91872128585
352.0,194227.6202843775,193691.13492832176,193764.69235198275,193722.96330903177,194272.19931688395,208040.07982395843,208401.156667481,208001.56983112352,208418.1604004063
353.0,194227.55470671147,193690.88919989136,193764.53357330378,193722.94377890677,194272.29651603638,208034.2051697347,208397.72243897166,208001.96518484643,208417.2984191083
354.0,194227.54410440245,193690.62991941394,193764.34809433704,193722.89359720345,194272.4108302611,208028.38827285176,208394.56081862215,208002.27969174617,208416.6543284197
355.0,194227.57172768723,193690.43968185,193764.17449620613,193722.8139621048,194272.4233682893,208023.08119470192,208391.4414169295,208002.74500153467,208415.91729498125
356.0,194227.66612893456,193690.23852065066,193763.97638049035,193722.70062514715,194272.46036573415,208017.84017626164,208388.51211846192,208003.12637454073,208415.33453748026
357.0,194227.77276257533,193690.0878192658,193763.78823957316,193722.57388225498,194272.40697706558,208013.07893633703,208385.65730645737,208003.6002430518,208414.675667519
358.0,194227.95669357074,193689.9287200013,193763.55442593468,193722.38772399075,194272.3671287856,208008.3345200511,208382.964419153,208003.96899115076,208414.11979356856
359.0,194228.1436018173,193689.8167583446,193763.35033585172,193722.21855887442,194272.26528591863,208004.08655782207,208380.35026437006,208004.4395484104,208413.51176239862
360.0,194228.40695510316,193689.6963242781,193763.09823606012,193721.9928443373,194272.16863752008,207999.84747250838,208377.87893216818,208004.81942730976,208412.98504023952
361.0,194228.65296764945,193689.6186346307,193762.88312287757,193721.79038722062,194272.03393569926,207996.07726493123,208375.50496738634,208005.25550688262,208412.42054185062
362.0,194228.9605468208,193689.53112511145,193762.62935727183,193721.53404352954,194271.89875877058,207992.3250413282,208373.23277535304,208005.5518683837,208411.90465148323
363.0,194229.2426557244,193689.4798881757,193762.41200036177,193721.3111743374,194271.73437651937,207989.0123357239,208371.04733493275,208005.87695414553,208411.33289703872
364.0,194229.61410446864,193689.43334269736,193762.15956318396,193721.01711473445,194271.54378913358,207985.71469295537,208368.97687423168,208006.09355777816,208410.82127159447
365.0,194229.93850008812,193689.41029619498,193761.9474497526,193720.76971761626,194271.3369387218,207982.84367132635,208367.00191574884,208006.2896926504,208410.23577771426
366.0,194230.60066734528,193689.45943750712,193761.5162012095,193720.2409569063,194270.90128411062,207979.9795996676,208365.09139065212,208006.4742627642,208409.75889245028
367.0,194231.01154244394,193689.4831807249,193761.27962270842,193719.9263092507,194270.59447771998,207977.46157107037,208363.30867152076,208006.5268392549,208409.16504753113
368.0,194231.36685887745,193689.51141868116,193761.07118236006,193719.64125058198,194270.3279423573,207975.11991670047,208361.6134760212,208006.4086986906,208408.44735066293
369.0,194231.6635646452,193689.5163926797,193760.89718888202,193719.38130146434,194270.12913428695,207972.86322968017,208360.0477001914,208006.3052647489,208407.8496582603
370.0,194231.9483756875,193689.52706529544,193760.73069358437,193719.14661426583,194269.92018725135,207970.94902551244,208358.5847805454,208006.15947369358,208407.23360341173
371.0,194232.39473416048,193689.5287051767,193760.4775573551,193718.8126414919,194269.68359250596,207969.01476817345,208357.22926036845,208006.1911153979,208406.81331138007
372.0,194232.73096409798,193689.5474944924,193760.30108561696,193718.57321491066,194269.45964964235,207967.54447203228,208355.97329739164,208005.94325533754,208406.2065124993
373.0,194233.11324286152,193689.5835653668,193760.0867982215,193718.28513140342,194269.2142802121,207966.09649127087,208354.7286404987,208005.56447124752,208405.51709870735
374.0,194233.53701951337,193689.6563806303,193759.8846803059,193717.9819930143,194268.93830876128,207964.89350323397,208353.59317316007,208005.15978684448,208404.84482863033
375.0,194233.9669582579,193689.74691477008,193759.69918994105,193717.68760326286,194268.65468739282,207963.86195311067,208352.54943368028,208004.6853304756,208404.15010320145
376.0,194234.39531195973,193689.8368646599,193759.51558341197,193717.39132054933,194268.3670927343,207962.98455642455,208351.58735764335,208004.13732651857,208403.43897115655
377.0,194234.7522364848,193689.9191145705,193759.37335901143,193717.1504300135,194268.11957958696,207962.33997754357,208350.73472034434,208003.4889123897,208402.69125062862
378.0,194235.31477787156,193690.06422661728,193759.1481913391,193716.77582201606,194267.75003476313,207961.65421896434,208349.86376397332,208002.94564100984,208402.0558366482
379.0,194235.69183603677,193690.16342482067,193759.00765691116,193716.52656085478,194267.47429966187,207961.24002163945,208349.13860212095,208002.2297622375,208401.33713344735
380.0,194236.02265320998,193690.25137240413,193758.88565642963,193716.29415950197,194267.2385157958,207960.83438041015,208348.43334946033,208001.44527347837,208400.57248783627
381.0,194236.31307283044,193690.33214818325,193758.77985993784,193716.0957915054,194267.0311794223,207960.62115247018,208347.81974635072,208000.6134595968,208399.81362420722
382.0,194236.6475631283,193690.40729809232,193758.6459981246,193715.86097514737,194266.82496791417,207960.29432185384,208347.15053106018,207999.85469382527,208399.1177633481
383.0,194236.90177962216,193690.4736468328,193758.5527051277,193715.69155801635,194266.6442542887,207960.31957383797,208346.62074683132,207998.96723502263,208398.3606403818
384.0,194237.17920850308,193690.54268527255,193758.44208595244,193715.49686510838,194266.4530628633,207960.28434491513,208346.0753141932,207998.05897280565,208397.5839022149
385.0,194237.45866008103,193690.6290346694,193758.34370935173,193715.30394927837,194266.2545792173,207960.4083395679,208345.58453356667,207997.0955956275,208396.79688747923
386.0,194237.72964785428,193690.71624569732,193758.25066371466,193715.1194248568,194266.05486711682,207960.63514383236,208345.1572138389,207996.1176666542,208396.00323698812
387.0,194237.9489830198,193690.78939250665,193758.18099645458,193714.97071663672,194265.88964616635,207960.99481212115,208344.81886978075,207995.0784397217,208395.19558052957
388.0,194238.28279562178,193690.92158030055,193758.085082406,193714.75515692664,194265.64724874537,207961.36356835195,208344.4390907693,207994.09338056337,208394.41046937613
389.0,194238.5078840714,193691.00508276603,193758.02406605004,193714.6084249915,194265.46919955537,207961.87693902792,208344.1832603141,207993.04477494222,208393.62079351832
390.0,194238.70655352622,193691.07939906424,193757.97150926304,193714.4771409848,194265.31652653762,207962.38436892256,208343.96879961513,207991.98370059516,208392.82900967466
391.0,194238.88323765073,193691.14441854414,193757.9285166359,193714.36027022818,194265.1950809004,207962.812168008,208343.69419639657,207990.95481553566,208392.06021793003
392.0,194239.02445744962,193691.2033576634,193757.8930315168,193714.26442228272,194265.08664050396,207963.38141111325,208343.5007852611,207989.89401261156,208391.30107519875
393.0,194239.1636939257,193691.26027464573,193757.86013162142,193714.1707269354,194264.99290961644,207963.88275556744,208343.24784363594,207988.86201652433,208390.5458943099
394.0,194239.26843703666,193691.30929172086,193757.83597460852,193714.09781831966,194264.9112066624,207964.5301989558,208343.0816992454,207987.80556404652,208389.80317405003
395.0,194239.42138310056,193691.38923802428,193757.81604429122,193714.0072975648,194264.79349839847,207965.24807820516,208342.89572874212,207986.76106100617,208389.02229950877
396.0,194239.52512839634,193691.44090852636,193757.80271037476,193713.9442653127,194264.70771001562,207966.04698619526,208342.79993553937,207985.72702597975,208388.28433354088
397.0,194239.6219860338,193691.48906263086,193757.79089747457,193713.88243666996,194264.62877910808,207966.79286190378,208342.74345534144,207984.7060865409,208387.56087090867
398.0,194239.7285158997,193691.5440713633,193757.7814903186,193713.8192736657,194264.55285997494,207967.4609672138,208342.66518130325,207983.72338800362,208386.85159600922
399.0,194239.8011739015,193691.58964331806,193757.77951154782,193713.77676654453,194264.49372591532,207968.2290614741,208342.64055466946,207982.7495727138,208386.17974877884
400.0,194239.87390851238,193691.64056768018,193757.78562688158,193713.7396041571,194264.44475669664,207968.91527575674,208342.557535287,207981.7938065614,208385.4895181159
401.0,194239.92180369282,193691.68132753682,193757.79192570533,193713.713200466,194264.40460090913,207969.67834010324,208342.5441855547,207980.8681510832,208384.8494123193
402.0,194239.96001887103,193691.73116163275,193757.8214887302,193713.69973494098,194264.37268528956,207970.46582211246,208342.5082666922,207979.92861434355,208384.1632697928
403.0,194239.98528675648,193691.7669839684,193757.8377043967,193713.6899709331,194264.34786387047,207971.29942064616,208342.53567944473,207979.0503060195,208383.54430731977
404.0,194240.0106852327,193691.79549761728,193757.85335250926,193713.68092875078,194264.3269112393,207972.06987301848,208342.5790538418,207978.2143231882,208382.95522463
405.0,194240.0379013333,193691.82282855271,193757.874824351,193713.6756894445,194264.31080824486,207972.78412054107,208342.59135252397,207977.38752823908,208382.3572426128
406.0,194240.04427752204,193691.84835618033,193757.89435410465,193713.67693871312,194264.30398378908,207973.5358071031,208342.65299357756,207976.60990886076,208381.81372894073
407.0,194240.0425457863,193691.8737625143,193757.9266716218,193713.68626538475,194264.30478035953,207974.22856250865,208342.6777883425,207975.8300976022,208381.24392982575
408.0,194240.03215529324,193691.8933828305,193757.9513564182,193713.69709072687,194264.30859490618,207974.9394195779,208342.7405697014,207975.11825413618,208380.7346570107
409.0,194240.0128840707,193691.91222785317,193757.98898174934,193713.71822030173,194264.3199988535,207975.6227395187,208342.78591714794,207974.3994950926,208380.20088382022
410.0,194239.98790831107,193691.92597658464,193758.01744925775,193713.73712523383,194264.3329875133,207976.3134110986,208342.86569785306,207973.74964137663,208379.729580402
411.0,194239.95585212583,193691.93570399127,193758.05489041755,193713.76384682168,194264.35203349954,207976.9654504239,208342.93101335398,207973.09027413215,208379.23252548542
412.0,194239.92153115376,193691.9438879575,193758.083903494,193713.78780466996,194264.37108410767,207977.61509520392,208343.01934758291,207972.50652545414,208378.80022618256
413.0,194239.88097509142,193691.9480503713,193758.12173515843,193713.8199370438,194264.39637208974,207978.21803662193,208343.0966977986,207971.9096177545,208378.34159110498
414.0,194239.8399214808,193691.95119196156,193758.14986699494,193713.8471829112,194264.42050443223,207978.81729598372,208343.19060189923,207971.39458356053,208377.9506538641
415.0,194239.79125536367,193691.950506658,193758.18763722185,193713.88340392598,194264.45340842413,207979.38850659126,208343.2786705783,207970.8655160528,208377.53427568485
416.0,194239.7443040428,193691.94959322602,193758.2159863715,193713.91423585828,194264.4832631806,207979.93105399254,208343.37788797086,207970.4190191493,208377.18626918324
417.0,194239.68850985993,193691.9461538122,193758.2564661078,193713.9562855856,194264.52393975653,207980.45459001127,208343.47336934053,207969.9555250759,208376.81404289082
418.0,194239.63715074095,193691.94242430563,193758.2856076547,193713.9910241364,194264.55969766038,207980.93640286138,208343.5737428611,207969.57498139358,208376.50876432774
419.0,194239.53681515774,193691.90783447874,193758.34918293767,193714.07414132648,194264.65401470178,207981.57305258745,208343.80343883618,207969.25340894403,208376.23276028156
420.0,194239.48687612556,193691.89865836708,193758.38339169047,193714.1205537568,194264.70968397477,207982.08668877964,208343.96849734714,207968.97779895534,208376.01118651452
421.0,194239.46061766942,193691.90597238447,193758.41744741655,193714.16366911033,194264.7581902016,207982.49428204022,208344.08178733865,207968.68708594306,208375.7767939247
422.0,194239.42746184368,193691.90732853135,193758.4470245546,193714.20430922788,194264.80514332958,207982.8843282119,208344.20864961986,207968.46459282446,208375.5972753093
