"Iteration","Torque (row-1_turbine-1) Monitor: Torque (row-1_turbine-1) Monitor (N-m)","Torque (row-1_turbine-2) Monitor: Torque (row-1_turbine-2) Monitor (N-m)","Torque (row-1_turbine-3) Monitor: Torque (row-1_turbine-3) Monitor (N-m)","Torque (row-1_turbine-4) Monitor: Torque (row-1_turbine-4) Monitor (N-m)","Torque (row-1_turbine-5) Monitor: Torque (row-1_turbine-5) Monitor (N-m)","Torque (row-2_turbine-1) Monitor: Torque (row-2_turbine-1) Monitor (N-m)","Torque (row-2_turbine-2) Monitor: Torque (row-2_turbine-2) Monitor (N-m)","Torque (row-2_turbine-3) Monitor: Torque (row-2_turbine-3) Monitor (N-m)","Torque (row-2_turbine-4) Monitor: Torque (row-2_turbine-4) Monitor (N-m)"
170.0,11847.396861106954,11785.502396925924,11791.96526971354,11785.42713826643,11847.338969618804,13233.845340498206,13207.634923738275,13207.148144570201,13234.3596166107
171.0,11847.398832357869,11785.45785358716,11791.862879816186,11785.387080447368,11847.349507465584,13233.974968722952,13207.195184561311,13206.701900265629,13234.439986521877
172.0,11847.401558702351,11785.418069711806,11791.79115069937,11785.351340588748,11847.359847317419,13234.069368575652,13206.710405664708,13206.220574183057,13234.503771289676
173.0,11847.41167070876,11785.388152758227,11791.733727758106,11785.326588799493,11847.372786072421,13234.186144651572,13206.247055304953,13205.777320344334,13234.611138894667
174.0,11847.442929179411,11785.38343248569,11791.707997076679,11785.335059736917,11847.4109035527,13234.346921145767,13205.727543498924,13205.304486337542,13234.772043903184
175.0,11847.467759404424,11785.387280457355,11791.692710712656,11785.342743023986,11847.440792933121,13234.469235049437,13205.353823931051,13204.960032114348,13234.896552600572
176.0,11847.579072711447,11785.509275110253,11791.815370375007,11785.470808919072,11847.575017031988,13234.682411854747,13205.108267460848,13204.734228967107,13235.095947243975
177.0,11847.640791512036,11785.560623982223,11791.86101381518,11785.531611859067,11847.647534304218,13234.842475168034,13204.84945648452,13204.506268640336,13235.252486742458
178.0,11847.642247316395,11785.5797898736,11791.86407833822,11785.55466824447,11847.64886573562,13234.779435313783,13204.424799936722,13204.092746825576,13235.14533453593
179.0,11847.649312936503,11785.612724825187,11791.895926068872,11785.590255184527,11847.662362998983,13234.768150739892,13204.102647179157,13203.787812782553,13235.111608848363
180.0,11847.636471965525,11785.62783426113,11791.91038059067,11785.60831911282,11847.651253236327,13234.774574900975,13203.770550228239,13203.476981123258,13235.089776257362
181.0,11847.543565863798,11785.621236446574,11791.910863302466,11785.602710565563,11847.55570733162,13234.765934446903,13203.44102345492,13203.177365042919,13235.064476366813
182.0,11847.488522411022,11785.62805602921,11791.930744468496,11785.61278017569,11847.506268992296,13234.7626492038,13203.195652010865,13202.953361894033,13235.041070509107
183.0,11847.455736977923,11785.679829067165,11792.013204263953,11785.67238961407,11847.472774283651,13234.861968950867,13203.171638501823,13202.942858706916,13235.130405819424
184.0,11847.426740879211,11785.7044401518,11792.05452276288,11785.701655527242,11847.446913288706,13234.972912352283,13203.070942823639,13202.859007176667,13235.218645239896
185.0,11847.415647535312,11785.742014697324,11792.105066259672,11785.7452403883,11847.444791151322,13235.117329183957,13202.96672380566,13202.777910782588,13235.349908341734
186.0,11847.40989320822,11785.791706473448,11792.170212772238,11785.799225442455,11847.445537259198,13235.261785871946,13202.92459420055,13202.753775827172,13235.47932990892
187.0,11847.410623933005,11785.85582569567,11792.250299877865,11785.863748461983,11847.451090607312,13235.409118018006,13202.934268721498,13202.782501610407,13235.617060183558
188.0,11847.411490888579,11785.938829887718,11792.359666650387,11785.94896226373,11847.453387106063,13235.575378008445,13203.022935993893,13202.89546376752,13235.770152781823
189.0,11847.414348629598,11785.994223331158,11792.43407186608,11786.007425858916,11847.458644827359,13235.741361612678,13203.087883632463,13202.97277228592,13235.926237592981
190.0,11847.396354986093,11786.07355467388,11792.557399549338,11786.091007260171,11847.438445862197,13235.887277574127,13203.207048107335,13203.110528012565,13236.066528013955
191.0,11847.388117827191,11786.123606278185,11792.626119525288,11786.139882075087,11847.428927963014,13236.009619593002,13203.22259868553,13203.140961232446,13236.181660583577
192.0,11847.36900648984,11786.168940278641,11792.689849644767,11786.185517868162,11847.411007362833,13236.109426123918,13203.249737239868,13203.184139241595,13236.26298636381
193.0,11847.33877998825,11786.212264177215,11792.75460686798,11786.228388564212,11847.382286405105,13236.19272515683,13203.287408298009,13203.237717148015,13236.333451456583
194.0,11847.298192420043,11786.25222986967,11792.822298564344,11786.271159355547,11847.346349798881,13236.27456951138,13203.351593645832,13203.316713851465,13236.405442789532
195.0,11847.255208348713,11786.292765223105,11792.892531564557,11786.314044842815,11847.30672381207,13236.364527222893,13203.446998562162,13203.421168665598,13236.483241867028
196.0,11847.211903577769,11786.333798938529,11792.963948901117,11786.355384325045,11847.26288837819,13236.469410164744,13203.57061962836,13203.555778449265,13236.577911210075
197.0,11847.173515705626,11786.388845875177,11793.058132091248,11786.413906235695,11847.223952417511,13236.61992767953,13203.775677464422,13203.772915285543,13236.72085456105
198.0,11847.14581651533,11786.42798221702,11793.123836495539,11786.454846404342,11847.196251904146,13236.76781657675,13203.951997122665,13203.956550255592,13236.861125032387
199.0,11847.130311133496,11786.486274828403,11793.214307423012,11786.514210139645,11847.18063223438,13236.956824334287,13204.173561615982,13204.18773178033,13237.043642367234
200.0,11847.118302305518,11786.528152080318,11793.280268370007,11786.557795594894,11847.167955871912,13237.131721841371,13204.387675394162,13204.409609454882,13237.20956696038
201.0,11847.107125140947,11786.574622398144,11793.351222250287,11786.604660531346,11847.15833492542,13237.304926248686,13204.585189486268,13204.613610342813,13237.374989928287
202.0,11847.095480121632,11786.622151681482,11793.423851897638,11786.651968751397,11847.145641312609,13237.4668393594,13204.799946518931,13204.833974944353,13237.531136475944
203.0,11847.08171163703,11786.66896885338,11793.495584209537,11786.698035036052,11847.130904251608,13237.621818014542,13205.023491577118,13205.061485751681,13237.681025003789
204.0,11847.065970008669,11786.712863470197,11793.566229030112,11786.741961778898,11847.114271638631,13237.770864425314,13205.247061935925,13205.28949941607,13237.828733488841
205.0,11847.04877094833,11786.753035955096,11793.631765326936,11786.783298952041,11847.096592220902,13237.916460015393,13205.468648900944,13205.516536896886,13237.972205677785
206.0,11847.030270166535,11786.790802669871,11793.69417804442,11786.820962993297,11847.077864884359,13238.057863729875,13205.68927219548,13205.742102352102,13238.112719102868
207.0,11847.012366965797,11786.82485802649,11793.752232828287,11786.855316226427,11847.058851163518,13238.195991670953,13205.908064576744,13205.965280632932,13238.249408975666
208.0,11846.997960395833,11786.852912459923,11793.79944627286,11786.883722896475,11847.04399101606,13238.32864399272,13206.124454892157,13206.1859073028,13238.379553617413
209.0,11846.97077325559,11786.8923122748,11793.873024484463,11786.924215887148,11847.01277837542,13238.463889370734,13206.382458572001,13206.451184786729,13238.526238015784
210.0,11846.95594194318,11786.91765896882,11793.91746334012,11786.949759809566,11846.996527331972,13238.587756118573,13206.596973193882,13206.66638669092,13238.649253453197
211.0,11846.940008799647,11786.938340138491,11793.951931246036,11786.967798158717,11846.98002807898,13238.698608137609,13206.760629432174,13206.82696419664,13238.754214493569
212.0,11846.925726264166,11786.955622181065,11793.982776150542,11786.983774718763,11846.964994208778,13238.79916252794,13206.946936040713,13207.014940926445,13238.852188978291
213.0,11846.884241998203,11786.962125935665,11794.011733885687,11786.98936347607,11846.920628591164,13238.88061155121,13207.128193227583,13207.19645364123,13238.941197383467
214.0,11846.861990879588,11786.97020262404,11794.03294564456,11786.996914252783,11846.898278925713,13238.96031561914,13207.293551885687,13207.359952771221,13239.019738269026
215.0,11846.859201519159,11786.988995392796,11794.062397583006,11787.013447637193,11846.893598064158,13239.101943113616,13207.491098116,13207.557031484783,13239.15922373554
216.0,11846.85272578321,11787.001504022292,11794.08427844656,11787.024581374117,11846.88487451283,13239.213969793473,13207.690449405472,13207.752770326602,13239.271978315093
217.0,11846.849678661829,11787.014629239242,11794.105610099032,11787.036552636142,11846.880523736147,13239.323516265878,13207.881297298807,13207.94008048256,13239.381225461146
218.0,11846.847011347265,11787.033355740501,11794.135855287024,11787.05393604617,11846.87689146838,13239.43155769485,13208.0586738384,13208.114276518696,13239.491060682503
219.0,11846.846941514708,11787.046553081294,11794.15719292769,11787.066483005792,11846.8751478802,13239.526444092331,13208.239508644932,13208.293986397355,13239.58924653284
220.0,11846.843225433275,11787.060383447837,11794.182638194106,11787.079475832743,11846.869168220695,13239.627198670754,13208.40341122667,13208.45457949007,13239.692677109902
221.0,11846.842716239018,11787.071057423453,11794.2013174688,11787.089646799246,11846.86673928664,13239.709818043608,13208.570935809701,13208.619415890638,13239.778710854933
222.0,11846.831046316016,11787.072431197415,11794.211676633156,11787.088753608195,11846.850890256996,13239.783691958732,13208.7187877708,13208.766786441513,13239.863763451092
223.0,11846.825450906787,11787.077320035805,11794.222734090385,11787.092374345952,11846.843634123736,13239.84438819754,13208.85897964939,13208.903973924576,13239.930317061637
224.0,11846.819480845814,11787.080579345511,11794.231240001955,11787.094797007961,11846.836128916273,13239.901887746604,13208.983122087739,13209.026611775895,13239.99243803148
225.0,11846.81224402801,11787.081543633401,11794.236766831422,11787.095294805013,11846.828803690725,13239.961751384071,13209.080228901636,13209.117710310971,13240.051522147645
226.0,11846.807319912617,11787.08092447648,11794.23970904639,11787.094455621585,11846.82392786568,13240.003157623547,13209.187509793126,13209.222923639092,13240.095915395392
227.0,11846.802891023934,11787.079402142423,11794.241060818022,11787.093062092728,11846.819772801822,13240.045112635678,13209.282004337505,13209.313480887533,13240.13822947615
228.0,11846.797484017798,11787.073375300886,11794.237262260569,11787.087036463414,11846.814378865412,13240.09224286734,13209.35697908068,13209.3842459863,13240.186269873499
229.0,11846.793898635107,11787.0682105658,11794.233299231677,11787.081698521437,11846.810643034925,13240.123160796218,13209.43985691238,13209.46323796213,13240.217217924488
230.0,11846.790427713397,11787.062640740862,11794.228313290641,11787.07600747578,11846.8067426964,13240.153185962385,13209.515575172527,13209.533873016793,13240.247670184795
231.0,11846.786316455502,11787.05313934285,11794.218271803222,11787.065538934326,11846.801114025388,13240.197202294858,13209.583344021805,13209.595570572303,13240.294120301705
232.0,11846.784203643074,11787.045513549308,11794.209668342806,11787.057065156523,11846.797410901603,13240.223409356053,13209.651093955657,13209.658719502586,13240.323071241095
233.0,11846.782997003942,11787.038607866265,11794.201426593974,11787.049125497779,11846.79415700534,13240.251038435195,13209.713662715534,13209.716404378749,13240.351304254633
234.0,11846.784454125125,11787.030035425967,11794.19018620225,11787.03948316012,11846.793128189267,13240.29522434255,13209.768535880383,13209.767450074673,13240.398275162916
235.0,11846.786619427901,11787.023151010535,11794.180566167706,11787.031344314928,11846.793154694622,13240.322648520963,13209.824441256078,13209.81916222344,13240.429710027563
236.0,11846.789628323202,11787.017241435551,11794.171948407304,11787.0245179461,11846.794324518636,13240.351085052067,13209.875002563826,13209.865652779159,13240.461007184173
237.0,11846.796341380594,11787.010719315505,11794.161393368307,11787.017177627577,11846.800114463258,13240.391554425729,13209.916354043584,13209.902819355506,13240.504770334006
238.0,11846.802641507318,11787.005193338051,11794.152040616875,11787.010953095149,11846.805345080218,13240.416032118588,13209.958269793136,13209.941247704273,13240.532334812917
239.0,11846.811794501002,11786.999096045523,11794.140888343965,11787.00441738428,11846.814490709367,13240.44927464595,13209.988614098405,13209.968504451022,13240.568186632712
240.0,11846.819706513053,11786.99415424138,11794.131685870232,11786.999065283153,11846.822061634255,13240.470364501407,13210.02017787908,13209.997127103026,13240.591481000421
241.0,11846.821882326967,11786.980897176087,11794.108869616375,11786.983190376166,11846.824196861115,13240.461240894223,13210.003112736096,13209.977825078262,13240.583380362787
242.0,11846.824040947744,11786.972727682029,11794.096641512902,11786.974694013634,11846.826542091774,13240.454208432446,13210.006046113709,13209.977643246059,13240.576662056797
243.0,11846.824644950613,11786.963768649986,11794.084760319076,11786.966248409852,11846.826604733746,13240.457744118921,13210.006110009355,13209.974832872296,13240.582116390888
244.0,11846.82528512716,11786.955941567927,11794.073737347997,11786.958532298027,11846.827171412577,13240.453601390436,13210.003875183764,13209.970197687107,13240.579990436447
245.0,11846.82884209273,11786.940966284057,11794.04985414422,11786.942681623963,11846.8303332467,13240.457401219115,13209.989655336281,13209.953134774707,13240.58469280805
246.0,11846.830188031192,11786.932361393408,11794.037429642172,11786.93395205838,11846.831236222126,13240.455638945186,13209.98455053525,13209.94543610998,13240.58340760275
247.0,11846.832708704293,11786.925683891557,11794.027807436967,11786.927704277883,11846.8333155394,13240.463627392259,13209.98249299523,13209.941100295844,13240.593219172884
248.0,11846.835467031715,11786.919250605222,11794.018176143174,11786.921578733287,11846.835773671866,13240.466114552302,13209.97734145851,13209.933395644926,13240.597609493781
249.0,11846.849218593123,11786.915323851219,11794.006406708679,11786.917011869944,11846.849725182252,13240.47861388612,13209.966242282362,13209.92021070916,13240.610175650168
250.0,11846.856074530673,11786.91106061528,11793.997954513712,11786.912902756078,11846.856224880412,13240.482801654754,13209.957912678805,13209.909892737403,13240.614583698582
251.0,11846.857925857197,11786.90056357146,11793.983444466281,11786.903450609198,11846.857834890987,13240.472935945083,13209.922885499383,13209.872819450353,13240.604657294396
252.0,11846.861118912271,11786.894787105719,11793.974007593617,11786.897647396177,11846.860978362798,13240.462860457636,13209.899065247648,13209.84709332492,13240.59526634942
253.0,11846.86312694306,11786.88791114534,11793.962570801095,11786.890497571541,11846.862706731887,13240.455259181974,13209.873754545035,13209.819650244683,13240.588926053231
254.0,11846.865312040729,11786.880623704377,11793.950706389624,11786.88313965698,11846.86488858304,13240.447356945304,13209.845091136303,13209.78926176571,13240.581742605707
255.0,11846.868028950168,11786.873521217463,11793.938980617737,11786.876085086691,11846.867714124606,13240.440158273599,13209.815364553302,13209.758228523053,13240.574972057097
256.0,11846.870260023614,11786.867874209705,11793.929563329799,11786.870321680066,11846.870018700116,13240.43185342196,13209.786910660321,13209.728327897006,13240.566875401793
257.0,11846.876634206585,11786.86044512127,11793.915267429504,11786.86277415253,11846.876708688073,13240.42856213235,13209.748592720905,13209.688838585467,13240.56186069516
258.0,11846.880180708446,11786.855302606233,11793.905951416857,11786.857404839358,11846.880295223036,13240.421317481443,13209.718199181154,13209.657405711743,13240.554224948857
259.0,11846.883568669386,11786.851089762598,11793.897791089745,11786.852925893927,11846.88349118895,13240.41509109193,13209.688359158961,13209.626445026282,13240.548009947273
260.0,11846.886576632049,11786.847392458852,11793.89070009102,11786.849084171614,11846.886390162104,13240.40702959206,13209.65748333193,13209.59452236781,13240.539843654533
261.0,20316.700576801086,20245.459669411845,20253.994073885347,20245.46266106716,20316.701153185186,21917.98084347293,21884.707693474047,21884.64228088803,21918.120686879207
262.0,20316.702492538934,20245.452428813296,20253.982047776637,20245.455361128443,20316.703543478783,21917.956652515037,21884.646378094032,21884.580455320927,21918.096589356875
263.0,20316.703775141323,20245.446038282043,20253.97150859605,20245.449163125704,20316.705274770637,21917.93465371431,21884.587376335006,21884.52088284852,21918.074892820245
264.0,20316.70466032582,20245.44010125829,20253.961972118064,20245.4436461832,20316.706498650357,21917.91501054427,21884.530966679165,21884.463925715725,21918.05611552116
265.0,20305.074533086015,20245.434506915008,20249.938436128585,20245.438674931163,20305.077483634974,21822.132934143476,21884.55571152811,21884.48820490796,21873.525095860517
266.0,20306.118482494014,20246.58105818594,20251.779614993,20247.575748184943,20307.11735576175,21822.162796749897,21886.766969579807,21885.584221758596,21875.49381230129
267.0,20307.441835282094,20247.870848792692,20254.26832669423,20249.845090630297,20309.576138525248,21821.97244010598,21889.02974132106,21886.489010663907,21877.39678943376
268.0,20307.936777030816,20248.371944783976,20255.25109849727,20250.665303823458,20310.609199063532,21821.835242944013,21889.332590661805,21886.41856720198,21877.65119076935
269.0,20307.91253684362,20248.33623319021,20255.152766296193,20250.657809857086,20310.643876202554,21821.78100628043,21889.338550676992,21886.15744543553,21877.458012635772
270.0,20307.50954815305,20247.880203254208,20254.354043230553,20249.989427145385,20310.01745998733,21821.871055028627,21888.775712486287,21885.611672404906,21876.72835923782
271.0,20306.941334961248,20247.030513690457,20252.8668158019,20248.446648109908,20308.78373008952,21822.070895759163,21887.790878891312,21884.914767577575,21875.993387321025
272.0,20306.21516073985,20245.989836043904,20251.035671884703,20246.73464701804,20307.318554364756,21822.403133479664,21887.02487786026,21884.07498033972,21875.303567570714
273.0,20305.61422252364,20245.056207942707,20249.411631257084,20245.01821654192,20305.883722232007,21822.76961932016,21886.361263255683,21883.254916715512,21874.913354953514
274.0,20305.23329549042,20244.264244767,20248.081032343038,20243.588980737808,20304.828782060275,21823.155925240797,21886.135893376617,21882.617708266866,21874.852915771073
275.0,20305.208716194713,20243.851786693584,20247.313143892978,20242.75751749274,20304.275351823853,21823.63767739418,21886.1642161543,21882.194763381412,21875.124420595854
276.0,20305.569755360964,20243.903502094217,20247.05931596926,20242.41948969736,20304.27727870163,21824.272472053348,21886.578711529764,21882.144286516348,21875.7110147873
277.0,20306.0491102593,20244.14920463363,20246.96662846733,20242.208049553818,20304.442243530964,21825.159293863817,21887.217276149386,21882.47728403558,21876.57465500811
278.0,20306.60753720729,20244.5028725242,20247.00334702667,20242.045965244874,20304.594132123206,21826.23605214198,21888.02153137487,21883.152766297928,21877.6132728782
279.0,20307.151859724414,20244.782521412686,20246.84821176927,20241.819305069635,20304.69484146884,21827.587484630145,21888.8235861821,21884.069219397992,21878.760681483716
280.0,20307.664148303968,20245.029615686824,20246.565479590477,20241.44475749156,20304.717401623275,21829.09727775409,21889.63748040863,21885.138867678506,21879.95493709076
281.0,20308.067406118105,20245.11913255799,20246.119703286993,20240.8857949741,20304.55512827007,21830.75158661,21890.35958863404,21886.225578740894,21881.16977653612
282.0,20308.442140618667,20245.125811258764,20245.504774729958,20240.157041295493,20304.288969562833,21832.51625292778,21891.034206700948,21887.423758693883,21882.33737793606
283.0,20308.865391133942,20245.101835961614,20244.781202042526,20239.318639290665,20303.957597614262,21834.284066873235,21891.492707645448,21888.461622339684,21883.26547573063
284.0,20309.36276716416,20245.11671899335,20244.14451969233,20238.544715637756,20303.638101253277,21836.183223839023,21892.19386927747,21889.93998264175,21884.549057397788
285.0,20309.984691267575,20245.205995098382,20243.532340963073,20237.74014319053,20303.302896982088,21838.202544468662,21892.966634001576,21891.591441580713,21885.800368297656
286.0,20310.67829414503,20245.371889135502,20243.03473569831,20237.059337808685,20303.01783277563,21840.421717165933,21894.059329076466,21893.731232401024,21887.44494306621
287.0,20311.380319462132,20245.568437408154,20242.609839171506,20236.443175283515,20302.71639885823,21842.846047706684,21895.510931707722,21896.384813892037,21889.414005439525
288.0,20312.30425709566,20245.88803610295,20242.27611295577,20235.861431101555,20302.43363714726,21845.41075550678,21897.20491038204,21899.334109117764,21891.55516675371
289.0,20313.16978204791,20246.18851611004,20241.934489438594,20235.31376358689,20302.12281697934,21848.409887175832,21899.59029858743,21902.979844827503,21894.42484798694
290.0,20314.054877427137,20246.496469912585,20241.7224408848,20234.882206020866,20301.86865365625,21851.763643209797,21902.617175058083,21907.18559724096,21897.886194950603
291.0,20314.942728107955,20246.8222968447,20241.544455425836,20234.504796914094,20301.634525096044,21855.46906091534,21906.346227153677,21911.88039651037,21901.941525748574
292.0,20315.826336561884,20247.19747514434,20241.462691473607,20234.242071361215,20301.433133799306,21859.544692222662,21910.739587308948,21916.95396327921,21906.621836516508
293.0,20316.74597051038,20247.578413285963,20241.4396769168,20234.02914028129,20301.224183689133,21864.015823002548,21915.87142323632,21922.29609109748,21911.9164168017
294.0,20317.629150016266,20247.956984232336,20241.463303334764,20233.894094251686,20301.10540245998,21868.795238651604,21921.741780707103,21927.835508708922,21917.820931607814
295.0,20318.48861988897,20248.334317689816,20241.578966796704,20233.91712376444,20301.05146666809,21873.90969662494,21928.232456663736,21933.390346316948,21924.24289314222
296.0,20319.365439835405,20248.774183186866,20241.847525508296,20234.02010147976,20301.039063295175,21879.115854981133,21935.124710830198,21938.736235404318,21930.97885107018
297.0,20320.017772510335,20249.106163638975,20242.00795194315,20234.112839887406,20300.936715575517,21884.530704056873,21942.436663399974,21943.855308426962,21938.05501482605
298.0,20320.615510544703,20249.446884934838,20242.381625983864,20234.411693729227,20301.0303110826,21889.819702351964,21949.811840965234,21948.313248823848,21945.090641208353
299.0,20321.020974922132,20249.694675312327,20242.709638427586,20234.688321856498,20301.042351071184,21894.953413561336,21957.0624422793,21952.110908658447,21951.968575414634
300.0,20321.243836668087,20249.86856902916,20243.06363665436,20235.03038985552,20301.123830185705,21899.726353818663,21963.943504692368,21954.97912324465,21958.399784211164
301.0,20321.28215402911,20250.014579896728,20243.44911280162,20235.41259674994,20301.263733018426,21904.138991933083,21970.308078208996,21956.880953642394,21964.22646458368
302.0,20321.24464307939,20250.112801948555,20243.889864187888,20235.904709825543,20301.475847687696,21908.074365630557,21976.006819295908,21957.766912794516,21969.342756845857
303.0,20321.121047319793,20250.20052011888,20244.370026135504,20236.44220968126,20301.764595479777,21911.482777167937,21980.921959809806,21957.648755479742,21973.629609813222
304.0,20320.836201807644,20250.225673832236,20244.896146797197,20237.037470227497,20302.132720508525,21914.397509190625,21985.09388233538,21956.70093889231,21977.12299137909
305.0,20320.510369442854,20250.254708746783,20245.391749193936,20237.611569274966,20302.47257506755,21916.64538168112,21988.114737050004,21954.52557848581,21979.346785818023
306.0,20320.180896917605,20250.28919330439,20245.977897284756,20238.292606013303,20302.94107514339,21918.374779467355,21990.352183125397,21951.732193345182,21980.816316991757
307.0,20319.817569626313,20250.306647802325,20246.502561276364,20238.915052857796,20303.33792608296,21919.417214809273,21991.512841734504,21947.965567201813,21981.04109432976
308.0,20319.414939185095,20250.34047859328,20247.110707654636,20239.626609588744,20303.86482770802,21919.974831896077,21992.007127667515,21943.886509318218,21980.613370511513
309.0,20318.981729910352,20250.35395311936,20247.658271678636,20240.264620564398,20304.29788933549,21919.9498754505,21991.57772605193,21939.18114313156,21979.215283880498
310.0,20318.570761059313,20250.37885786529,20248.194149750212,20240.900188419204,20304.75031637282,21919.3704928621,21990.338200686307,21934.06693628349,21976.99888454742
311.0,20318.170748117318,20250.41370093019,20248.79261819148,20241.609379700574,20305.293376098238,21918.52036798338,21988.767565675582,21929.050557440693,21974.49932555358
312.0,20317.743263890414,20250.439270580995,20249.317647688495,20242.235599024254,20305.759567602225,21917.1967466443,21986.524474802813,21923.76522099041,21971.27928456718
313.0,20317.294836504887,20250.456079212163,20249.904194867966,20242.932907520866,20306.30647613643,21915.72106769667,21984.141166809015,21918.82220536047,21967.996436901347
314.0,20316.8402059616,20250.431186647733,20250.388884670632,20243.533932920036,20306.77709031508,21913.900522021213,21981.31294703119,21913.787467215785,21964.27679559062
315.0,20316.352212848404,20250.410198647198,20250.925152927608,20244.20400328053,20307.306702472553,21912.029932233618,21978.496497120846,21909.166505319234,21960.65180130045
316.0,20315.90465010106,20250.381876057934,20251.37345511367,20244.776478180054,20307.75295711137,21909.9144253529,21975.425195663425,21904.63427721939,21956.799239550808
317.0,20315.451192691628,20250.3757001908,20251.884121934672,20245.404480130626,20308.256128288576,21907.865559813672,21972.535638362126,21900.52597142862,21953.201724080947
318.0,20314.994116218877,20250.31066380305,20252.288456473747,20245.936680922394,20308.685631706976,21905.65225675671,21969.504803433323,21896.610602644876,21949.509149399513
319.0,20314.471901593985,20250.211864585024,20252.713161726337,20246.507233945333,20309.165134969073,21903.51502902896,21966.785842037272,21893.098478044325,21946.153572365045
320.0,20314.045813937722,20250.150086765418,20253.026835207296,20246.938740361365,20309.498490729573,21901.210933859104,21963.75630772904,21889.718846666918,21942.599786141294
321.0,20313.63024923408,20250.091209030918,20253.446657020788,20247.485241265156,20309.97639157751,21899.13050487263,21961.4122007481,21886.771871768266,21939.74865073911
322.0,20313.249563104848,20250.028190642777,20253.716355567412,20247.862041315846,20310.271319877516,21896.9061319727,21958.6853279444,21883.965036147394,21936.624199116693
323.0,20312.682522439354,20249.841839763838,20254.03550770517,20248.298313488387,20310.625261246736,21894.753444092752,21956.438661879474,21881.428555661492,21933.96726878382
324.0,20312.29452776039,20249.746240290508,20254.27194853218,20248.635111538293,20310.896554467785,21892.57061421441,21954.045976324156,21879.037601516415,21931.31234493738
325.0,20311.99253842399,20249.68248478118,20254.538851743215,20249.009125415527,20311.228235832044,21890.51265132856,21951.980450627103,21876.90442230959,21929.06793463735
326.0,20311.71406760117,20249.627985352658,20254.800207051037,20249.377338119477,20311.560289988494,21888.532057135853,21950.101305068576,21875.056752297198,21927.03716825734
327.0,20311.440014402437,20249.55925666657,20255.03405029956,20249.710628672816,20311.85625324424,21886.617743836705,21948.360402041802,21873.402730607908,21925.21207253968
328.0,20311.153393999994,20249.47370368113,20255.23734589562,20250.03049567757,20312.15345134511,21884.72796714889,21946.745765917243,21871.93033690615,21923.55752975375
329.0,20310.860111912196,20249.38465693121,20255.432612629123,20250.326648392627,20312.429830800138,21882.86748370408,21945.21345618069,21870.56884429489,21922.055577178635
330.0,20310.585356192452,20249.27998939767,20255.607548646665,20250.598126279398,20312.684211958935,21881.030950342934,21943.76505897003,21869.337181832714,21920.69759135029
331.0,20310.31080297539,20249.17628285882,20255.762467961817,20250.84569487858,20312.929608623213,21879.215805950593,21942.403601354345,21868.22227442174,21919.47399542149
332.0,20310.0466656855,20249.057269468518,20255.888037892575,20251.080936365528,20313.165949771574,21877.4395462727,21941.132186884075,21867.223930719116,21918.3756531182
333.0,20309.793775444625,20248.940719073194,20256.00931630346,20251.293797370476,20313.381795653673,21875.706123138174,21939.936632097906,21866.330949753763,21917.400201823344
334.0,20309.56660672023,20248.832438154186,20256.112897897357,20251.486290762536,20313.58209686062,21874.02206457485,21938.83574417561,21865.55118259874,21916.54190581956
335.0,20309.359710914945,20248.730130284963,20256.21119093834,20251.66782460832,20313.772794203025,21872.37793157057,21937.80095153716,21864.864519208964,21915.780750967275
336.0,20309.17784001111,20248.635668034964,20256.297066213585,20251.832994794597,20313.952253150175,21870.78327593668,21936.835491378748,21864.27125612087,21915.116041326117
337.0,20309.0115350718,20248.54052759995,20256.36870073998,20251.985865594626,20314.12062215698,21869.227059228797,21935.92889379573,21863.763720460818,21914.533953385893
338.0,20308.87784543981,20248.469508424256,20256.427212539576,20252.11139311053,20314.257589978668,21867.71856164046,21935.015447472637,21863.331370352527,21913.968171234235
339.0,20308.681784094726,20248.314314785734,20256.467192035445,20252.241375569225,20314.433355400914,21866.185731937083,21934.27754808597,21863.012461032136,21913.639120289474
340.0,20308.539677092696,20248.227017086258,20256.492315943506,20252.334974263762,20314.539423735012,21864.71463809612,21933.426103531005,21862.691318447563,21913.17877035797
341.0,20308.4184887389,20248.15051470429,20256.52272231697,20252.426563461024,20314.64769246208,21863.28067138429,21932.594899004835,21862.369893167463,21912.73946283076
342.0,20308.323954982472,20248.08487302546,20256.58116488054,20252.54271982078,20314.791599003445,21861.905455505086,21931.895371286755,21862.11491471639,21912.44858657731
343.0,20308.24840740393,20248.030128586568,20256.608206651355,20252.62383405694,20314.887357363546,21860.5936979813,21931.160009365536,21861.96350776829,21912.127880757143
344.0,20308.190910681573,20247.972546169378,20256.652037722924,20252.719684624695,20315.015495992368,21859.298416552105,21930.54541266286,21861.850203085814,21911.932546025033
345.0,20308.145835465748,20247.92895707835,20256.673728156606,20252.78583116256,20315.09935049904,21858.07327058459,21929.88795901394,21861.79774954781,21911.696592497257
346.0,20308.09067686371,20247.866484965052,20256.697941220536,20252.85799170064,20315.197627498026,21856.8207298487,21929.284344887834,21861.731734342517,21911.52234352049
347.0,20308.05233021341,20247.821911307583,20256.70291245524,20252.90366894683,20315.264612707077,21855.66059104439,21928.64988646764,21861.733516667788,21911.32821427964
348.0,20307.996225064922,20247.751599105493,20256.699361405852,20252.942402031178,20315.339179338436,21854.4625768317,21928.049331613296,21861.698375863103,21911.173595842094
